city_name,city_code,age,sex,measurement_date,name,value,unit
Wien,AT13,65 years or over,Females,2020,Other mental and behavioural disorders (remainder of F00-F99),0.48,Rate
Wien,AT13,65 years or over,Females,2011,Other ischaemic heart diseases,730.45,Rate
Wien,AT13,65 years or over,Females,2012,Other ischaemic heart diseases,813.38,Rate
Wien,AT13,65 years or over,Females,2013,Other ischaemic heart diseases,800.15,Rate
Wien,AT13,65 years or over,Females,2014,Other ischaemic heart diseases,777.93,Rate
Wien,AT13,65 years or over,Females,2015,Other ischaemic heart diseases,740.12,Rate
Wien,AT13,65 years or over,Females,2016,Other ischaemic heart diseases,683.2,Rate
Wien,AT13,65 years or over,Females,2017,Other ischaemic heart diseases,646.01,Rate
Wien,AT13,65 years or over,Females,2018,Other ischaemic heart diseases,577.29,Rate
Wien,AT13,65 years or over,Females,2019,Other ischaemic heart diseases,526.71,Rate
Wien,AT13,65 years or over,Females,2020,Other ischaemic heart diseases,478.43,Rate
Wien,AT13,65 years or over,Females,2011,Acute myocardial infarction including subsequent myocardial infarction,148.42,Rate
Wien,AT13,65 years or over,Females,2012,Acute myocardial infarction including subsequent myocardial infarction,146.58,Rate
Wien,AT13,65 years or over,Females,2013,Acute myocardial infarction including subsequent myocardial infarction,121.62,Rate
Wien,AT13,65 years or over,Females,2014,Acute myocardial infarction including subsequent myocardial infarction,125.07,Rate
Wien,AT13,65 years or over,Females,2015,Acute myocardial infarction including subsequent myocardial infarction,118.84,Rate
Wien,AT13,65 years or over,Females,2016,Acute myocardial infarction including subsequent myocardial infarction,115.05,Rate
Wien,AT13,65 years or over,Females,2017,Acute myocardial infarction including subsequent myocardial infarction,107.13,Rate
Wien,AT13,65 years or over,Females,2018,Acute myocardial infarction including subsequent myocardial infarction,111.41,Rate
Wien,AT13,65 years or over,Females,2019,Acute myocardial infarction including subsequent myocardial infarction,92.18,Rate
Wien,AT13,65 years or over,Females,2020,Acute myocardial infarction including subsequent myocardial infarction,114.3,Rate
Wien,AT13,65 years or over,Females,2011,Cerebrovascular diseases,226.42,Rate
Wien,AT13,65 years or over,Females,2012,Cerebrovascular diseases,233.01,Rate
Wien,AT13,65 years or over,Females,2013,Cerebrovascular diseases,261.3,Rate
Wien,AT13,65 years or over,Females,2014,Cerebrovascular diseases,233.14,Rate
Wien,AT13,65 years or over,Females,2015,Cerebrovascular diseases,237.02,Rate
Wien,AT13,65 years or over,Females,2016,Cerebrovascular diseases,204.84,Rate
Wien,AT13,65 years or over,Females,2017,Cerebrovascular diseases,231.99,Rate
Wien,AT13,65 years or over,Females,2018,Cerebrovascular diseases,238.35,Rate
Wien,AT13,65 years or over,Females,2019,Cerebrovascular diseases,203.79,Rate
Wien,AT13,65 years or over,Females,2020,Cerebrovascular diseases,216.38,Rate
Wien,AT13,65 years or over,Females,2011,Chronic lower respiratory diseases,138.12,Rate
Wien,AT13,65 years or over,Females,2012,Chronic lower respiratory diseases,128.01,Rate
Wien,AT13,65 years or over,Females,2013,Chronic lower respiratory diseases,134.7,Rate
Wien,AT13,65 years or over,Females,2014,Chronic lower respiratory diseases,122.06,Rate
Wien,AT13,65 years or over,Females,2015,Chronic lower respiratory diseases,126.95,Rate
Wien,AT13,65 years or over,Females,2016,Chronic lower respiratory diseases,158.95,Rate
Wien,AT13,65 years or over,Females,2017,Chronic lower respiratory diseases,178.33,Rate
Wien,AT13,65 years or over,Females,2018,Chronic lower respiratory diseases,177.83,Rate
Wien,AT13,65 years or over,Females,2019,Chronic lower respiratory diseases,204.5,Rate
Wien,AT13,65 years or over,Females,2020,Chronic lower respiratory diseases,186.69,Rate
Wien,AT13,65 years or over,Females,2011,Asthma and status asthmaticus,4.11,Rate
Wien,AT13,65 years or over,Females,2012,Asthma and status asthmaticus,3.05,Rate
Wien,AT13,65 years or over,Females,2013,Asthma and status asthmaticus,4.87,Rate
Wien,AT13,65 years or over,Females,2014,Asthma and status asthmaticus,1.72,Rate
Wien,AT13,65 years or over,Females,2015,Asthma and status asthmaticus,3.96,Rate
Wien,AT13,65 years or over,Females,2016,Asthma and status asthmaticus,4.33,Rate
Wien,AT13,65 years or over,Females,2017,Asthma and status asthmaticus,4.71,Rate
Wien,AT13,65 years or over,Females,2018,Asthma and status asthmaticus,1.1,Rate
Wien,AT13,65 years or over,Females,2019,Asthma and status asthmaticus,4.22,Rate
Wien,AT13,65 years or over,Females,2020,Asthma and status asthmaticus,3.0,Rate
Wien,AT13,Less than 65 years,Females,2011,All causes of death (A00-Y89) excluding S00-T98,168.55,Rate
Wien,AT13,Less than 65 years,Females,2012,All causes of death (A00-Y89) excluding S00-T98,155.48,Rate
Wien,AT13,Less than 65 years,Females,2013,All causes of death (A00-Y89) excluding S00-T98,152.94,Rate
Wien,AT13,Less than 65 years,Females,2014,All causes of death (A00-Y89) excluding S00-T98,152.81,Rate
Wien,AT13,Less than 65 years,Females,2015,All causes of death (A00-Y89) excluding S00-T98,139.76,Rate
Wien,AT13,Less than 65 years,Females,2016,All causes of death (A00-Y89) excluding S00-T98,141.75,Rate
Wien,AT13,Less than 65 years,Females,2017,All causes of death (A00-Y89) excluding S00-T98,128.23,Rate
Wien,AT13,Less than 65 years,Females,2018,All causes of death (A00-Y89) excluding S00-T98,139.84,Rate
Wien,AT13,Less than 65 years,Females,2019,All causes of death (A00-Y89) excluding S00-T98,126.28,Rate
Wien,AT13,Less than 65 years,Females,2020,All causes of death (A00-Y89) excluding S00-T98,132.1,Rate
Wien,AT13,Less than 65 years,Females,2011,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",5.63,Rate
Wien,AT13,Less than 65 years,Females,2012,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.4,Rate
Wien,AT13,Less than 65 years,Females,2013,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",3.82,Rate
Wien,AT13,Less than 65 years,Females,2014,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",5.42,Rate
Wien,AT13,Less than 65 years,Females,2015,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.2,Rate
Wien,AT13,Less than 65 years,Females,2016,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.39,Rate
Wien,AT13,Less than 65 years,Females,2017,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.53,Rate
Wien,AT13,Less than 65 years,Females,2018,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.93,Rate
Wien,AT13,Less than 65 years,Females,2019,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",3.17,Rate
Wien,AT13,Less than 65 years,Females,2020,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.16,Rate
Wien,AT13,Less than 65 years,Females,2011,"Malignant neoplasm of trachea, bronchus and lung",19.1,Rate
Wien,AT13,Less than 65 years,Females,2012,"Malignant neoplasm of trachea, bronchus and lung",16.89,Rate
Wien,AT13,Less than 65 years,Females,2013,"Malignant neoplasm of trachea, bronchus and lung",17.89,Rate
Wien,AT13,Less than 65 years,Females,2014,"Malignant neoplasm of trachea, bronchus and lung",20.28,Rate
Wien,AT13,Less than 65 years,Females,2015,"Malignant neoplasm of trachea, bronchus and lung",18.55,Rate
Wien,AT13,Less than 65 years,Females,2016,"Malignant neoplasm of trachea, bronchus and lung",16.84,Rate
Wien,AT13,Less than 65 years,Females,2017,"Malignant neoplasm of trachea, bronchus and lung",15.43,Rate
Wien,AT13,Less than 65 years,Females,2018,"Malignant neoplasm of trachea, bronchus and lung",16.92,Rate
Wien,AT13,Less than 65 years,Females,2019,"Malignant neoplasm of trachea, bronchus and lung",17.29,Rate
Wien,AT13,Less than 65 years,Females,2020,"Malignant neoplasm of trachea, bronchus and lung",13.62,Rate
Wien,AT13,Less than 65 years,Females,2011,Malignant melanoma of skin,1.62,Rate
Wien,AT13,Less than 65 years,Females,2012,Malignant melanoma of skin,1.48,Rate
Wien,AT13,Less than 65 years,Females,2013,Malignant melanoma of skin,0.86,Rate
Wien,AT13,Less than 65 years,Females,2014,Malignant melanoma of skin,0.55,Rate
Wien,AT13,Less than 65 years,Females,2015,Malignant melanoma of skin,0.92,Rate
Wien,AT13,Less than 65 years,Females,2016,Malignant melanoma of skin,1.15,Rate
Wien,AT13,Less than 65 years,Females,2017,Malignant melanoma of skin,1.21,Rate
Wien,AT13,Less than 65 years,Females,2018,Malignant melanoma of skin,1.03,Rate
Wien,AT13,Less than 65 years,Females,2019,Malignant melanoma of skin,0.5,Rate
Wien,AT13,Less than 65 years,Females,2020,Malignant melanoma of skin,0.91,Rate
Wien,AT13,Less than 65 years,Females,2011,Malignant neoplasm of breast,16.09,Rate
Wien,AT13,Less than 65 years,Females,2012,Malignant neoplasm of breast,14.28,Rate
Wien,AT13,Less than 65 years,Females,2013,Malignant neoplasm of breast,13.9,Rate
Wien,AT13,Less than 65 years,Females,2014,Malignant neoplasm of breast,14.97,Rate
Wien,AT13,Less than 65 years,Females,2015,Malignant neoplasm of breast,11.67,Rate
Wien,AT13,Less than 65 years,Females,2016,Malignant neoplasm of breast,13.44,Rate
Wien,AT13,Less than 65 years,Females,2017,Malignant neoplasm of breast,12.19,Rate
Wien,AT13,Less than 65 years,Females,2018,Malignant neoplasm of breast,11.66,Rate
